mainHeader	weeks	useIt	FurtherProcess	question	category	group
v13429_1_mnpmicaquestionnaire_radfussprobbett	26 weeks	x	0	0 bis 10	stay at bed mostly cause of foot complains	FFI
v13429_1_mnpmicaquestionnaire_radfussprobaktiveins	26 weeks	x	0	0 bis 10	limited activities cause of foot complains	FFI
v13429_1_mnpmicaquestionnaire_radschmerzenfuss	26 weeks	x	0	0 bis 4 	painMOXFQ	MOXFQ
v13429_1_mnpmicaquestionnaire_radkeinelangenstreck	26 weeks	x	0	0 bis 4 	walking_n_standing	MOXFQ
v13429_1_mnpmicaquestionnaire_radaenderungartweise	26 weeks	x	0	0 bis 4 	walking_n_standing	MOXFQ
v13429_1_mnpmicaquestionnaire_radgehelangsam	26 weeks	x	0	0 bis 4 	walking_n_standing	MOXFQ
v13429_1_mnpmicaquestionnaire_radanhalten	26 weeks	x	0	0 bis 4 	walking_n_standing	MOXFQ
v13429_1_mnpmicaquestionnaire_radoberflaeche	26 weeks	x	0	0 bis 4 	walking_n_standing	MOXFQ
v13429_1_mnpmicaquestionnaire_radlangestehen	26 weeks	x	0	0 bis 4 	walking_n_standing	MOXFQ
v13429_1_mnpmicaquestionnaire_radauto	26 weeks	x	0	0 bis 4 	walking_n_standing	MOXFQ
v13429_1_mnpmicaquestionnaire_radselbstbewusst	26 weeks	x	0	0 bis 4 	social_interaction	MOXFQ
v13429_1_mnpmicaquestionnaire_radschuhe	26 weeks	x	0	0 bis 4 	social_interaction	MOXFQ
v13429_1_mnpmicaquestionnaire_radschmerzhaftabend	26 weeks	x	0	0 bis 4 	painMOXFQ	MOXFQ
v13429_1_mnpmicaquestionnaire_radstechend	26 weeks	x	0	0 bis 4 	painMOXFQ	MOXFQ
v13429_1_mnpmicaquestionnaire_radarbeitalltagakt	26 weeks	x	0	0 bis 4 	social_interaction	MOXFQ
v13429_1_mnpmicaquestionnaire_radsozial	26 weeks	x	0	0 bis 4 	social_interaction	MOXFQ
v13429_1_mnpmicaquestionnaire_radschmerznachts	26 weeks	x	0	0 bis 4 	painMOXFQ	MOXFQ
v13429_1_mnpmicaquestionnaire_radschmerzenfuss1	26 weeks	x	0	0 bis 4 	painMOXFQ	MOXFQ
v13429_1_mnpmicaquestionnaire_radzufrieden	26 weeks	x	0	0 bis 10	0	satisfaction
v13429_1_mnpmicaquestionnaire_radweiterempfehlung	26 weeks	x	0	0 bis 10	0	recommondation
v13427_1_mnpmicaquestionnaire_mnpdocid	52 weeks	0	0	0	0	0
v13427_1_mnpmicaquestionnaire_mnplastedit	52 weeks	0	0	0	0	0
v13427_1_mnpmicaquestionnaire_mnpptnid	52 weeks	0	0	0	0	0
v13427_1_mnpmicaquestionnaire_mnppusid	52 weeks	0	0	0	0	0
v13427_1_mnpmicaquestionnaire_mnplang	52 weeks	0	0	0	0	0
v13427_1_mnpmicaquestionnaire_sigstatus	52 weeks	0	0	0	0	0
v13427_1_mnpmicaquestionnaire_sigreason	52 weeks	0	0	0	0	0
v13427_1_mnpmicaquestionnaire_mnpvsno	52 weeks	0	0	0	0	0
v13427_1_mnpmicaquestionnaire_mnpvslbl	52 weeks	0	0	0	0	0
v13427_1_mnpmicaquestionnaire_mnpcvpid	52 weeks	0	0	0	0	0
v13427_1_mnpmicaquestionnaire_mnpvisid	52 weeks	0	0	0	0	0
v13427_1_mnpmicaquestionnaire_mnpvisno	52 weeks	0	0	0	0	0
v13427_1_mnpmicaquestionnaire_mnpvispdt	52 weeks	0	0	0	0	0
v13427_1_mnpmicaquestionnaire_mnpvisfdt	52 weeks	0	0	0	0	0
v13427_1_mnpmicaquestionnaire_mnpfs0	52 weeks	0	0	0	0	0
v13427_1_mnpmicaquestionnaire_mnpfs1	52 weeks	0	0	0	0	0
v13427_1_mnpmicaquestionnaire_mnpfs2	52 weeks	0	0	0	0	0
v13427_1_mnpmicaquestionnaire_mnpfs3	52 weeks	0	0	0	0	0
v13427_1_mnpmicaquestionnaire_mnpfcs0	52 weeks	0	0	0	0	0
v13427_1_mnpmicaquestionnaire_mnpfcs1	52 weeks	0	0	0	0	0
v13427_1_mnpmicaquestionnaire_mnpfcs2	52 weeks	0	0	0	0	0
v13427_1_mnpmicaquestionnaire_mnpfcs3	52 weeks	0	0	0	0	0
v13427_1_mnpmicaquestionnaire_mnpfsqa	52 weeks	0	0	0	0	0
v13427_1_mnpmicaquestionnaire_mnpfsct	52 weeks	0	0	0	0	0
v13427_1_mnpmicaquestionnaire_mnphide	52 weeks	0	0	0	0	0
v13427_1_mnpmicaquestionnaire_chkkeineproblaufen	52 weeks	x	xx	Beweglichkeit_Mobilität	1	EQ5D5L
v13427_1_mnpmicaquestionnaire_chkleichtproblaufen	52 weeks	x	xx	Beweglichkeit_Mobilität	2	EQ5D5L
v13427_1_mnpmicaquestionnaire_chkmaessproblaufen	52 weeks	x	xx	Beweglichkeit_Mobilität	3	EQ5D5L
v13427_1_mnpmicaquestionnaire_chkschwerproblaufen	52 weeks	x	xx	Beweglichkeit_Mobilität	4	EQ5D5L
v13427_1_mnpmicaquestionnaire_chknichtproblaufen	52 weeks	x	xx	Beweglichkeit_Mobilität	5	EQ5D5L
v13427_1_mnpmicaquestionnaire_chkkeineprobwaschen	52 weeks	x	xx	Selbstversorgung	1	EQ5D5L
v13427_1_mnpmicaquestionnaire_chkleichtprobwaschen	52 weeks	x	xx	Selbstversorgung	2	EQ5D5L
v13427_1_mnpmicaquestionnaire_chkmaessprobwaschen	52 weeks	x	xx	Selbstversorgung	3	EQ5D5L
v13427_1_mnpmicaquestionnaire_chkschwerprobwaschen	52 weeks	x	xx	Selbstversorgung	4	EQ5D5L
v13427_1_mnpmicaquestionnaire_chknichtprobwaschen	52 weeks	x	xx	Selbstversorgung	5	EQ5D5L
v13427_1_mnpmicaquestionnaire_chkkeineprobakt	52 weeks	x	xx	AlltäglicheAktivitäten	1	EQ5D5L
v13427_1_mnpmicaquestionnaire_chkleichtproblakt	52 weeks	x	xx	AlltäglicheAktivitäten	2	EQ5D5L
v13427_1_mnpmicaquestionnaire_chkmaessproblakt	52 weeks	x	xx	AlltäglicheAktivitäten	3	EQ5D5L
v13427_1_mnpmicaquestionnaire_chkschwerprobakt	52 weeks	x	xx	AlltäglicheAktivitäten	4	EQ5D5L
v13427_1_mnpmicaquestionnaire_chknichtprobakt	52 weeks	x	xx	AlltäglicheAktivitäten	5	EQ5D5L
v13427_1_mnpmicaquestionnaire_chkkeineprobschmerz	52 weeks	x	xx	KoerperlicheBeschwerden	1	EQ5D5L
v13427_1_mnpmicaquestionnaire_chkleichtprobschmerz	52 weeks	x	xx	KoerperlicheBeschwerden	2	EQ5D5L
v13427_1_mnpmicaquestionnaire_chkmaessprobschmerz	52 weeks	x	xx	KoerperlicheBeschwerden	3	EQ5D5L
v13427_1_mnpmicaquestionnaire_chkschwerprobschmerz	52 weeks	x	xx	KoerperlicheBeschwerden	4	EQ5D5L
v13427_1_mnpmicaquestionnaire_chknichtprobschmerz	52 weeks	x	xx	KoerperlicheBeschwerden	5	EQ5D5L
v13427_1_mnpmicaquestionnaire_chkkeineprobangst	52 weeks	x	xx	Niedergeschlagenheit	1	EQ5D5L
v13427_1_mnpmicaquestionnaire_chkleichtprobangst	52 weeks	x	xx	Niedergeschlagenheit	2	EQ5D5L
v13427_1_mnpmicaquestionnaire_chkmaessprobangst	52 weeks	x	xx	Niedergeschlagenheit	3	EQ5D5L
v13427_1_mnpmicaquestionnaire_chkschwerprobangst	52 weeks	x	xx	Niedergeschlagenheit	4	EQ5D5L
v13427_1_mnpmicaquestionnaire_chknichtprobangst	52 weeks	x	xx	Niedergeschlagenheit	5	EQ5D5L
v13427_1_mnpmicaquestionnaire_chkkeineprobschuhe	52 weeks	x	xx	Schuhwerk	1	shoe wear
v13427_1_mnpmicaquestionnaire_chkleichtprobschuhe	52 weeks	x	xx	Schuhwerk	2	shoe wear
v13427_1_mnpmicaquestionnaire_chkmaessprobschuhe	52 weeks	x	xx	Schuhwerk	3	shoe wear
v13427_1_mnpmicaquestionnaire_rboschmerzzeit	52 weeks	x	0	Schmermitteleinnahme	0 bis 5	pain killers
v13427_1_mnpmicaquestionnaire_chkdafalgan	52 weeks	x	0	dafalgan	checkbox	pain killers
v13427_1_mnpmicaquestionnaire_cbodosisdafalgan	52 weeks	x	0	daily intake	0	pain killers
v13427_1_mnpmicaquestionnaire_chknovalgin	52 weeks	x	0	novalgin	checkbox	pain killers
v13427_1_mnpmicaquestionnaire_cbodosisnovalgin	52 weeks	x	0	daily intake	0	pain killers
v13427_1_mnpmicaquestionnaire_chktramal	52 weeks	x	0	tramal	checkbox	pain killers
v13427_1_mnpmicaquestionnaire_cbodosistramal	52 weeks	x	0	daily intake	0	pain killers
v13427_1_mnpmicaquestionnaire_chkandere	52 weeks	x	0	others	checkbox	pain killers
v13427_1_mnpmicaquestionnaire_txtandere	52 weeks	x	0	0	0	pain killers
v13427_1_mnpmicaquestionnaire_cbodosisandere	52 weeks	x	0	0	0	pain killers
v13427_1_mnpmicaquestionnaire_radschmerzmvorop	52 weeks	x	0	pain killers preop	Ja/Nein (0/1)	pain killers
v13427_1_mnpmicaquestionnaire_txtwelcheschmerzm	52 weeks	x	0	what kind of preop	0	pain killers
v13427_1_mnpmicaquestionnaire_intgengesundheit	52 weeks	x	0	0 bis 100	genereller Gesundheitszustand	EQVAS
v13427_1_mnpmicaquestionnaire_radschmerzschlimm	52 weeks	x	0	0 bis 10	last 4 weeks worst pain	FFI
v13427_1_mnpmicaquestionnaire_radschmerzmorgen	52 weeks	x	0	0 bis 10	last 4 weeks morning	FFI
v13427_1_mnpmicaquestionnaire_radschmerzbarfussla	52 weeks	x	0	0 bis 10	last 4 weeks barefoot	FFI
v13427_1_mnpmicaquestionnaire_radschmerzbarfussst	52 weeks	x	0	0 bis 10	last 4 weeks barefoot standing	FFI
v13427_1_mnpmicaquestionnaire_radschmerzlaufsch	52 weeks	x	0	0 bis 10	last 4 weeks walking with boots	FFI
v13427_1_mnpmicaquestionnaire_radschmerzstehensch	52 weeks	x	0	0 bis 10	last 4 weeks standing with boots	FFI
v13427_1_mnpmicaquestionnaire_radschmerzlaufenort	52 weeks	x	0	0 bis 10	last 4 weeks walking with insoles	FFI
v13427_1_mnpmicaquestionnaire_radschmerzstehenort	52 weeks	x	0	0 bis 10	last 4 weeks standing with insoles	FFI
v13427_1_mnpmicaquestionnaire_radschmerzabend	52 weeks	x	0	0 bis 10	last 4 weeks evening	FFI
v13427_1_mnpmicaquestionnaire_radlaufenwohnung	52 weeks	x	0	0 bis 10	complains during acitivities walking at home	FFI
v13427_1_mnpmicaquestionnaire_radgehenausserhaus	52 weeks	x	0	0 bis 10	complains during acitivities walking outdoors	FFI
v13427_1_mnpmicaquestionnaire_radlaufenmaxstrecke	52 weeks	x	0	0 bis 10	complains during acitivities on max walking distance	FFI
v13427_1_mnpmicaquestionnaire_radtreppeoben	52 weeks	x	0	0 bis 10	complains during acitivities climb up stairs	FFI
v13427_1_mnpmicaquestionnaire_radtreppeunten	52 weeks	x	0	0 bis 10	complains during acitivities climb down stairs	FFI
v13427_1_mnpmicaquestionnaire_radstehenzehenspitz	52 weeks	x	0	0 bis 10	complains during acitivities standing on toes	FFI
v13427_1_mnpmicaquestionnaire_radaufstehenstuhl	52 weeks	x	0	0 bis 10	complains during acitivities get up from chair	FFI
v13427_1_mnpmicaquestionnaire_radbordsteinkante	52 weeks	x	0	0 bis 10	complains during acitivities walking over a curb	FFI
v13427_1_mnpmicaquestionnaire_radschnellgehen	52 weeks	x	0	0 bis 10	complains during acitivities walking fastly	FFI
v13427_1_mnpmicaquestionnaire_radhilfmittelzuhause	52 weeks	x	0	0 bis 10	aid device at home cause of foot complains	FFI
v13427_1_mnpmicaquestionnaire_radhilfsmittelausha	52 weeks	x	0	0 bis 10	aid device outdoors cause of foot complains	FFI
v13427_1_mnpmicaquestionnaire_radfussprobzuhause	52 weeks	x	0	0 bis 10	stay at home mostly cause of foot complains	FFI
v13427_1_mnpmicaquestionnaire_radfussprobbett	52 weeks	x	0	0 bis 10	stay at bed mostly cause of foot complains	FFI
v13427_1_mnpmicaquestionnaire_radfussprobaktiveins	52 weeks	x	0	0 bis 10	limited activities cause of foot complains	FFI
v13427_1_mnpmicaquestionnaire_radschmerzenfuss	52 weeks	x	0	0 bis 4 	painMOXFQ	MOXFQ
v13427_1_mnpmicaquestionnaire_radkeinelangenstreck	52 weeks	x	0	0 bis 4 	walking_n_standing	MOXFQ
v13427_1_mnpmicaquestionnaire_radaenderungartweise	52 weeks	x	0	0 bis 4 	walking_n_standing	MOXFQ
v13427_1_mnpmicaquestionnaire_radgehelangsam	52 weeks	x	0	0 bis 4 	walking_n_standing	MOXFQ
v13427_1_mnpmicaquestionnaire_radanhalten	52 weeks	x	0	0 bis 4 	walking_n_standing	MOXFQ
v13427_1_mnpmicaquestionnaire_radoberflaeche	52 weeks	x	0	0 bis 4 	walking_n_standing	MOXFQ
v13427_1_mnpmicaquestionnaire_radlangestehen	52 weeks	x	0	0 bis 4 	walking_n_standing	MOXFQ
v13427_1_mnpmicaquestionnaire_radauto	52 weeks	x	0	0 bis 4 	walking_n_standing	MOXFQ
v13427_1_mnpmicaquestionnaire_radselbstbewusst	52 weeks	x	0	0 bis 4 	social_interaction	MOXFQ
v13427_1_mnpmicaquestionnaire_radschuhe	52 weeks	x	0	0 bis 4 	social_interaction	MOXFQ
v13427_1_mnpmicaquestionnaire_radschmerzhaftabend	52 weeks	x	0	0 bis 4 	painMOXFQ	MOXFQ
v13427_1_mnpmicaquestionnaire_radstechend	52 weeks	x	0	0 bis 4 	painMOXFQ	MOXFQ
v13427_1_mnpmicaquestionnaire_radarbeitalltagakt	52 weeks	x	0	0 bis 4 	social_interaction	MOXFQ
v13427_1_mnpmicaquestionnaire_radsozial	52 weeks	x	0	0 bis 4 	social_interaction	MOXFQ
v13427_1_mnpmicaquestionnaire_radschmerznachts	52 weeks	x	0	0 bis 4 	painMOXFQ	MOXFQ
v13427_1_mnpmicaquestionnaire_radschmerzenfuss1	52 weeks	x	0	0 bis 4 	painMOXFQ	MOXFQ
v13427_1_mnpmicaquestionnaire_radzufrieden	52 weeks	x	0	0 bis 10	0	satisfaction
v13427_1_mnpmicaquestionnaire_radweiterempfehlung	52 weeks	x	0	0 bis 10	0	recommondation
v13424_1_mnpmicaquestionnaire_mnpdocid	104 weeks	0	0	0	0	0
v13424_1_mnpmicaquestionnaire_mnplastedit	104 weeks	0	0	0	0	0
v13424_1_mnpmicaquestionnaire_mnpptnid	104 weeks	0	0	0	0	0
v13424_1_mnpmicaquestionnaire_mnppusid	104 weeks	0	0	0	0	0
v13424_1_mnpmicaquestionnaire_mnplang	104 weeks	0	0	0	0	0
v13424_1_mnpmicaquestionnaire_sigstatus	104 weeks	0	0	0	0	0
v13424_1_mnpmicaquestionnaire_sigreason	104 weeks	0	0	0	0	0
v13424_1_mnpmicaquestionnaire_mnpvsno	104 weeks	0	0	0	0	0
v13424_1_mnpmicaquestionnaire_mnpvslbl	104 weeks	0	0	0	0	0
v13424_1_mnpmicaquestionnaire_mnpcvpid	104 weeks	0	0	0	0	0
v13424_1_mnpmicaquestionnaire_mnpvisid	104 weeks	0	0	0	0	0
v13424_1_mnpmicaquestionnaire_mnpvisno	104 weeks	0	0	0	0	0
v13424_1_mnpmicaquestionnaire_mnpvispdt	104 weeks	0	0	0	0	0
v13424_1_mnpmicaquestionnaire_mnpvisfdt	104 weeks	0	0	0	0	0
v13424_1_mnpmicaquestionnaire_mnpfs0	104 weeks	0	0	0	0	0
v13424_1_mnpmicaquestionnaire_mnpfs1	104 weeks	0	0	0	0	0
v13424_1_mnpmicaquestionnaire_mnpfs2	104 weeks	0	0	0	0	0
v13424_1_mnpmicaquestionnaire_mnpfs3	104 weeks	0	0	0	0	0
v13424_1_mnpmicaquestionnaire_mnpfcs0	104 weeks	0	0	0	0	0
v13424_1_mnpmicaquestionnaire_mnpfcs1	104 weeks	0	0	0	0	0
v13424_1_mnpmicaquestionnaire_mnpfcs2	104 weeks	0	0	0	0	0
v13424_1_mnpmicaquestionnaire_mnpfcs3	104 weeks	0	0	0	0	0
v13424_1_mnpmicaquestionnaire_mnpfsqa	104 weeks	0	0	0	0	0
v13424_1_mnpmicaquestionnaire_mnpfsct	104 weeks	0	0	0	0	0
v13424_1_mnpmicaquestionnaire_mnphide	104 weeks	0	0	0	0	0
v13424_1_mnpmicaquestionnaire_chkkeineproblaufen	104 weeks	x	xx	Beweglichkeit_Mobilität	1	EQ5D5L
v13424_1_mnpmicaquestionnaire_chkleichtproblaufen	104 weeks	x	xx	Beweglichkeit_Mobilität	2	EQ5D5L
v13424_1_mnpmicaquestionnaire_chkmaessproblaufen	104 weeks	x	xx	Beweglichkeit_Mobilität	3	EQ5D5L
v13424_1_mnpmicaquestionnaire_chkschwerproblaufen	104 weeks	x	xx	Beweglichkeit_Mobilität	4	EQ5D5L
v13424_1_mnpmicaquestionnaire_chknichtproblaufen	104 weeks	x	xx	Beweglichkeit_Mobilität	5	EQ5D5L
v13424_1_mnpmicaquestionnaire_chkkeineprobwaschen	104 weeks	x	xx	Selbstversorgung	1	EQ5D5L
v13424_1_mnpmicaquestionnaire_chkleichtprobwaschen	104 weeks	x	xx	Selbstversorgung	2	EQ5D5L
v13424_1_mnpmicaquestionnaire_chkmaessprobwaschen	104 weeks	x	xx	Selbstversorgung	3	EQ5D5L
v13424_1_mnpmicaquestionnaire_chkschwerprobwaschen	104 weeks	x	xx	Selbstversorgung	4	EQ5D5L
v13424_1_mnpmicaquestionnaire_chknichtprobwaschen	104 weeks	x	xx	Selbstversorgung	5	EQ5D5L
v13424_1_mnpmicaquestionnaire_chkkeineprobakt	104 weeks	x	xx	AlltäglicheAktivitäten	1	EQ5D5L
v13424_1_mnpmicaquestionnaire_chkleichtproblakt	104 weeks	x	xx	AlltäglicheAktivitäten	2	EQ5D5L
v13424_1_mnpmicaquestionnaire_chkmaessproblakt	104 weeks	x	xx	AlltäglicheAktivitäten	3	EQ5D5L
v13424_1_mnpmicaquestionnaire_chkschwerprobakt	104 weeks	x	xx	AlltäglicheAktivitäten	4	EQ5D5L
v13424_1_mnpmicaquestionnaire_chknichtprobakt	104 weeks	x	xx	AlltäglicheAktivitäten	5	EQ5D5L
v13424_1_mnpmicaquestionnaire_chkkeineprobschmerz	104 weeks	x	xx	KoerperlicheBeschwerden	1	EQ5D5L
v13424_1_mnpmicaquestionnaire_chkleichtprobschmerz	104 weeks	x	xx	KoerperlicheBeschwerden	2	EQ5D5L
v13424_1_mnpmicaquestionnaire_chkmaessprobschmerz	104 weeks	x	xx	KoerperlicheBeschwerden	3	EQ5D5L
v13424_1_mnpmicaquestionnaire_chkschwerprobschmerz	104 weeks	x	xx	KoerperlicheBeschwerden	4	EQ5D5L
v13424_1_mnpmicaquestionnaire_chknichtprobschmerz	104 weeks	x	xx	KoerperlicheBeschwerden	5	EQ5D5L
v13424_1_mnpmicaquestionnaire_chkkeineprobangst	104 weeks	x	xx	Niedergeschlagenheit	1	EQ5D5L
v13424_1_mnpmicaquestionnaire_chkleichtprobangst	104 weeks	x	xx	Niedergeschlagenheit	2	EQ5D5L
v13424_1_mnpmicaquestionnaire_chkmaessprobangst	104 weeks	x	xx	Niedergeschlagenheit	3	EQ5D5L
v13424_1_mnpmicaquestionnaire_chkschwerprobangst	104 weeks	x	xx	Niedergeschlagenheit	4	EQ5D5L
v13424_1_mnpmicaquestionnaire_chknichtprobangst	104 weeks	x	xx	Niedergeschlagenheit	5	EQ5D5L
v13424_1_mnpmicaquestionnaire_chkkeineprobschuhe	104 weeks	x	xx	Schuhwerk	1	shoe wear
v13424_1_mnpmicaquestionnaire_chkleichtprobschuhe	104 weeks	x	xx	Schuhwerk	2	shoe wear
v13424_1_mnpmicaquestionnaire_chkmaessprobschuhe	104 weeks	x	xx	Schuhwerk	3	shoe wear
v13424_1_mnpmicaquestionnaire_rboschmerzzeit	104 weeks	x	0	Schmermitteleinnahme	0 bis 5	pain killers
v13424_1_mnpmicaquestionnaire_chkdafalgan	104 weeks	x	0	dafalgan	checkbox	pain killers
v13424_1_mnpmicaquestionnaire_cbodosisdafalgan	104 weeks	x	0	daily intake	0	pain killers
v13424_1_mnpmicaquestionnaire_chknovalgin	104 weeks	x	0	novalgin	checkbox	pain killers
v13424_1_mnpmicaquestionnaire_cbodosisnovalgin	104 weeks	x	0	daily intake	0	pain killers
v13424_1_mnpmicaquestionnaire_chktramal	104 weeks	x	0	tramal	checkbox	pain killers
v13424_1_mnpmicaquestionnaire_cbodosistramal	104 weeks	x	0	daily intake	0	pain killers
v13424_1_mnpmicaquestionnaire_chkandere	104 weeks	x	0	others	checkbox	pain killers
v13424_1_mnpmicaquestionnaire_txtandere	104 weeks	x	0	0	0	pain killers
v13424_1_mnpmicaquestionnaire_cbodosisandere	104 weeks	x	0	0	0	pain killers
v13424_1_mnpmicaquestionnaire_radschmerzmvorop	104 weeks	x	0	pain killers preop	Ja/Nein (0/1)	pain killers
v13424_1_mnpmicaquestionnaire_txtwelcheschmerzm	104 weeks	x	0	what kind of preop	0	pain killers
v13424_1_mnpmicaquestionnaire_intgengesundheit	104 weeks	x	0	0 bis 100	genereller Gesundheitszustand	EQVAS
v13424_1_mnpmicaquestionnaire_radschmerzschlimm	104 weeks	x	0	0 bis 10	last 4 weeks worst pain	FFI
v13424_1_mnpmicaquestionnaire_radschmerzmorgen	104 weeks	x	0	0 bis 10	last 4 weeks morning	FFI
v13424_1_mnpmicaquestionnaire_radschmerzbarfussla	104 weeks	x	0	0 bis 10	last 4 weeks barefoot	FFI
v13424_1_mnpmicaquestionnaire_radschmerzbarfussst	104 weeks	x	0	0 bis 10	last 4 weeks barefoot standing	FFI
v13424_1_mnpmicaquestionnaire_radschmerzlaufsch	104 weeks	x	0	0 bis 10	last 4 weeks walking with boots	FFI
v13424_1_mnpmicaquestionnaire_radschmerzstehensch	104 weeks	x	0	0 bis 10	last 4 weeks standing with boots	FFI
v13424_1_mnpmicaquestionnaire_radschmerzlaufenort	104 weeks	x	0	0 bis 10	last 4 weeks walking with insoles	FFI
v13424_1_mnpmicaquestionnaire_radschmerzstehenort	104 weeks	x	0	0 bis 10	last 4 weeks standing with insoles	FFI
v13424_1_mnpmicaquestionnaire_radschmerzabend	104 weeks	x	0	0 bis 10	last 4 weeks evening	FFI
v13424_1_mnpmicaquestionnaire_radlaufenwohnung	104 weeks	x	0	0 bis 10	complains during acitivities walking at home	FFI
v13424_1_mnpmicaquestionnaire_radgehenausserhaus	104 weeks	x	0	0 bis 10	complains during acitivities walking outdoors	FFI
v13424_1_mnpmicaquestionnaire_radlaufenmaxstrecke	104 weeks	x	0	0 bis 10	complains during acitivities on max walking distance	FFI
v13424_1_mnpmicaquestionnaire_radtreppeoben	104 weeks	x	0	0 bis 10	complains during acitivities climb up stairs	FFI
v13424_1_mnpmicaquestionnaire_radtreppeunten	104 weeks	x	0	0 bis 10	complains during acitivities climb down stairs	FFI
v13424_1_mnpmicaquestionnaire_radstehenzehenspitz	104 weeks	x	0	0 bis 10	complains during acitivities standing on toes	FFI
v13424_1_mnpmicaquestionnaire_radaufstehenstuhl	104 weeks	x	0	0 bis 10	complains during acitivities get up from chair	FFI
v13424_1_mnpmicaquestionnaire_radbordsteinkante	104 weeks	x	0	0 bis 10	complains during acitivities walking over a curb	FFI
v13424_1_mnpmicaquestionnaire_radschnellgehen	104 weeks	x	0	0 bis 10	complains during acitivities walking fastly	FFI
v13424_1_mnpmicaquestionnaire_radhilfmittelzuhause	104 weeks	x	0	0 bis 10	aid device at home cause of foot complains	FFI
v13424_1_mnpmicaquestionnaire_radhilfsmittelausha	104 weeks	x	0	0 bis 10	aid device outdoors cause of foot complains	FFI
v13424_1_mnpmicaquestionnaire_radfussprobzuhause	104 weeks	x	0	0 bis 10	stay at home mostly cause of foot complains	FFI
v13424_1_mnpmicaquestionnaire_radfussprobbett	104 weeks	x	0	0 bis 10	stay at bed mostly cause of foot complains	FFI
v13424_1_mnpmicaquestionnaire_radfussprobaktiveins	104 weeks	x	0	0 bis 10	limited activities cause of foot complains	FFI
v13424_1_mnpmicaquestionnaire_radschmerzenfuss	104 weeks	x	0	0 bis 4 	painMOXFQ	MOXFQ
v13424_1_mnpmicaquestionnaire_radkeinelangenstreck	104 weeks	x	0	0 bis 4 	walking_n_standing	MOXFQ
v13424_1_mnpmicaquestionnaire_radaenderungartweise	104 weeks	x	0	0 bis 4 	walking_n_standing	MOXFQ
v13424_1_mnpmicaquestionnaire_radgehelangsam	104 weeks	x	0	0 bis 4 	walking_n_standing	MOXFQ
v13424_1_mnpmicaquestionnaire_radanhalten	104 weeks	x	0	0 bis 4 	walking_n_standing	MOXFQ
v13424_1_mnpmicaquestionnaire_radoberflaeche	104 weeks	x	0	0 bis 4 	walking_n_standing	MOXFQ
v13424_1_mnpmicaquestionnaire_radlangestehen	104 weeks	x	0	0 bis 4 	walking_n_standing	MOXFQ
v13424_1_mnpmicaquestionnaire_radauto	104 weeks	x	0	0 bis 4 	walking_n_standing	MOXFQ
v13424_1_mnpmicaquestionnaire_radselbstbewusst	104 weeks	x	0	0 bis 4 	social_interaction	MOXFQ
v13424_1_mnpmicaquestionnaire_radschuhe	104 weeks	x	0	0 bis 4 	social_interaction	MOXFQ
v13424_1_mnpmicaquestionnaire_radschmerzhaftabend	104 weeks	x	0	0 bis 4 	painMOXFQ	MOXFQ
v13424_1_mnpmicaquestionnaire_radstechend	104 weeks	x	0	0 bis 4 	painMOXFQ	MOXFQ
v13424_1_mnpmicaquestionnaire_radarbeitalltagakt	104 weeks	x	0	0 bis 4 	social_interaction	MOXFQ
v13424_1_mnpmicaquestionnaire_radsozial	104 weeks	x	0	0 bis 4 	social_interaction	MOXFQ
v13424_1_mnpmicaquestionnaire_radschmerznachts	104 weeks	x	0	0 bis 4 	painMOXFQ	MOXFQ
v13424_1_mnpmicaquestionnaire_radschmerzenfuss1	104 weeks	x	0	0 bis 4 	painMOXFQ	MOXFQ
v13424_1_mnpmicaquestionnaire_radzufrieden	104 weeks	x	0	0 bis 10	0	satisfaction
v13424_1_mnpmicaquestionnaire_radweiterempfehlung	104 weeks	x	0	0 bis 10	0	recommondation
v13424_2_mnpmicaquestionnaire_mnpdocid	104 weeks	0	0	0	0	0
v13424_2_mnpmicaquestionnaire_mnplastedit	104 weeks	0	0	0	0	0
v13424_2_mnpmicaquestionnaire_mnpptnid	104 weeks	0	0	0	0	0
v13424_2_mnpmicaquestionnaire_mnppusid	104 weeks	0	0	0	0	0
v13424_2_mnpmicaquestionnaire_mnplang	104 weeks	0	0	0	0	0
v13424_2_mnpmicaquestionnaire_sigstatus	104 weeks	0	0	0	0	0
v13424_2_mnpmicaquestionnaire_sigreason	104 weeks	0	0	0	0	0
v13424_2_mnpmicaquestionnaire_mnpvsno	104 weeks	0	0	0	0	0
v13424_2_mnpmicaquestionnaire_mnpvslbl	104 weeks	0	0	0	0	0
v13424_2_mnpmicaquestionnaire_mnpcvpid	104 weeks	0	0	0	0	0
v13424_2_mnpmicaquestionnaire_mnpvisid	104 weeks	0	0	0	0	0
v13424_2_mnpmicaquestionnaire_mnpvisno	104 weeks	0	0	0	0	0
v13424_2_mnpmicaquestionnaire_mnpvispdt	104 weeks	0	0	0	0	0
v13424_2_mnpmicaquestionnaire_mnpvisfdt	104 weeks	0	0	0	0	0
v13424_2_mnpmicaquestionnaire_mnpfs0	104 weeks	0	0	0	0	0
v13424_2_mnpmicaquestionnaire_mnpfs1	104 weeks	0	0	0	0	0
